codigo,descrip,abc_xyz,stock_fijado,stock_actual,dias_quiebre_1y,ratio_quiebre,ventas_totales,venta_max_diaria_total,venta_max_diaria_1y,p90_1y,p95_1y,p99_1y,dias_venta_pos,precio_venta,ROP_ajustado,dias_quiebre_ajustado,%_quiebre_ajustado,AhorroCapitalAjustado,ROP_intermedio,dias_quiebre_intermedio,%_quiebre_intermedio,ROP_holgado,dias_quiebre_holgado,%_quiebre_holgado,ExcesoCapitalHolgado
6429263,ENDOCLAR PLUS 28/10mg Cmp.lib.,CZ,1.0,1.0,4,0.4444444444444444,5.0,1.0,1.0,1.0,1.0,1.0,5,60869,0.0,5,100.0,60869,1.0,0,0.0,1.0,0,0.0,0
3232702,EUDON Cmp.recx30,AX,1.0,2.0,1,0.006802721088435374,127.0,5.0,5.0,2.0,2.0,2.0,105,27198,1.0,16,15.0,27198,2.0,2,2.0,3.0,2,2.0,27198
3232706,EUDON Cmp.recx60,AX,1.0,1.0,3,0.024390243902439025,82.0,3.0,3.0,1.0,2.0,2.0,76,47762,1.0,5,7.0,47762,2.0,1,1.0,3.0,0,0.0,47762
4935522,EUMOTIL 100 mg compx20,CX,0.0,0.0,1,0.5,2.0,2.0,2.0,2.0,2.0,2.0,1,3276,1.0,1,100.0,3276,2.0,0,0.0,2.0,0,0.0,0
4935602,EUMOTIL 200 mg compx20,BY,0.0,0.0,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4,6799,0.0,4,100.0,6799,1.0,0,0.0,1.0,0,0.0,0
4935603,EUMOTIL 200 mg compx30,BX,1.0,1.0,3,0.09090909090909091,21.0,2.0,2.0,2.0,2.0,2.0,18,9555,1.0,3,17.0,9555,2.0,0,0.0,2.0,0,0.0,0
4935604,EUMOTIL 200 mg compx40,BX,0.0,0.0,0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,7,13127,0.0,7,100.0,13127,1.0,0,0.0,1.0,0,0.0,0
4913323,EUMOTIL 300 mg Cmp.lib.prolx30,BX,1.0,1.0,1,0.02702702702702703,20.0,2.0,2.0,1.0,1.0,1.0,19,12344,0.0,19,100.0,12344,1.0,1,5.0,2.0,0,0.0,12344
5950683,EUMOTIL S Cmp.recx30,AY,4.0,5.0,3,0.017045454545454544,170.0,4.0,4.0,2.0,3.0,3.0,123,12222,2.0,10,8.0,12222,3.0,1,1.0,4.0,0,0.0,12222
5950686,EUMOTIL S Cmp.recx60,CX,0.0,0.0,2,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,2,20420,0.0,2,100.0,20420,1.0,0,0.0,1.0,0,0.0,0
4931725,EUMOTIL-T Cmp.ranx50,BX,1.0,1.0,1,0.043478260869565216,12.0,1.0,1.0,1.0,1.0,1.0,12,17393,0.0,12,100.0,17393,1.0,0,0.0,1.0,0,0.0,0
4790232,EXERTIAL 500 Cmp.ranx14,AX,2.0,2.0,0,0.0,55.0,2.0,2.0,1.0,2.0,2.0,49,15300,1.0,5,10.0,15300,2.0,0,0.0,2.0,0,0.0,0
5103022,FLUCOGINKAN 150 mg Cmp.ranx2,CX,0.0,0.0,1,0.2,2.0,1.0,1.0,1.0,1.0,1.0,2,11444,0.0,2,100.0,11444,1.0,0,0.0,1.0,0,0.0,0
5103024,FLUCOGINKAN 150 mg Cmp.ranx4,BY,1.0,1.0,4,0.17391304347826086,14.0,2.0,2.0,1.0,2.0,2.0,12,19889,1.0,2,17.0,19889,2.0,0,0.0,2.0,0,0.0,0
6493841,GINCLIN ovx7,BX,0.0,0.0,1,0.02127659574468085,27.0,2.0,2.0,1.0,1.0,1.0,26,14941,0.0,26,100.0,14941,1.0,1,4.0,2.0,0,0.0,14941
4490923,GINKAN 500 Cmp.recx20,BX,0.0,1.0,0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,16,12928,0.0,16,100.0,12928,1.0,0,0.0,1.0,0,0.0,0
4490921,GINKAN 500 Cmp.recx8,BX,1.0,1.0,1,0.03333333333333333,17.0,2.0,2.0,1.0,1.0,1.0,16,6010,0.0,16,100.0,6010,1.0,1,6.0,2.0,0,0.0,6010
4198711,GINKAN ov.x 6,AX,3.0,3.0,0,0.0,109.0,2.0,2.0,2.0,2.0,2.0,93,12748,1.0,15,16.0,12748,2.0,0,0.0,2.0,0,0.0,0
4198712,GINKAN ovx12,CX,1.0,1.0,2,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,2,21226,0.0,2,100.0,21226,1.0,0,0.0,1.0,0,0.0,0
6393133,GINSTAR 7.5 mg cÃÂ psx30,CX,1.0,1.0,2,0.14285714285714285,7.0,1.0,1.0,1.0,1.0,1.0,14,31678,0.0,14,100.0,31678,1.0,0,0.0,1.0,0,0.0,0
5705713,HEMOVIT Cmp.recx30,AX,1.0,1.0,3,0.047619047619047616,39.0,2.0,2.0,1.0,1.0,2.0,37,19018,0.0,37,100.0,19018,1.0,2,5.0,2.0,0,0.0,19018
5705716,HEMOVIT Cmp.recx60,BX,1.0,1.0,0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,12,34172,0.0,12,100.0,34172,1.0,0,0.0,1.0,0,0.0,0
5926261,HISTADICASONE Cmp.recx10,BX,1.0,1.0,2,0.0425531914893617,29.0,1.0,1.0,1.0,1.0,1.0,29,7368,0.0,29,100.0,7368,1.0,0,0.0,1.0,0,0.0,0
6709683,ICOPEN 1 gr. cÃÂ ps. x30,,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,54322,0.0,0,,0,0.0,0,,0.0,0,,0
4843453,ILDUC 10 mg Cmp.ranx30,AY,20.0,21.0,0,0.0,449.0,6.0,6.0,4.0,4.0,5.0,226,18961,3.0,26,12.0,18961,4.0,8,4.0,5.0,3,1.0,18961
4843456,ILDUC 10 mg Cmp.ranx60,CX,1.0,1.0,3,0.42857142857142855,4.0,1.0,1.0,1.0,1.0,1.0,4,35121,0.0,4,100.0,35121,1.0,0,0.0,1.0,0,0.0,0
4843373,ILDUC 5 mg Cmp.ranx30,AY,17.0,22.0,0,0.0,411.0,5.0,5.0,3.0,4.0,5.0,221,10235,3.0,14,6.0,10235,4.0,4,2.0,5.0,0,0.0,10235
4843376,ILDUC 5 mg Cmp.ranx60,CX,1.0,1.0,2,0.2222222222222222,5.0,1.0,1.0,1.0,1.0,1.0,5,19049,0.0,5,100.0,19049,1.0,0,0.0,1.0,0,0.0,0
5161683,ILDUC DUO 2.5/10 mg capsx30,CZ,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,15496,0.0,0,,0,0.0,0,,0.0,0,,0
5161733,ILDUC DUO 5/10 mg capsx30,BX,0.0,0.0,0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,11,21771,0.0,11,100.0,21771,1.0,0,0.0,1.0,0,0.0,0
6112423,ILDUSARTAN 5/100 mg capsx30,BX,1.0,1.0,1,0.027777777777777776,21.0,2.0,2.0,1.0,2.0,2.0,19,21392,1.0,2,11.0,21392,2.0,0,0.0,2.0,0,0.0,0
6112393,ILDUSARTAN 5/50 mg capsx30,AX,1.0,1.0,4,0.10526315789473684,26.0,2.0,2.0,2.0,2.0,2.0,22,19334,1.0,4,18.0,19334,2.0,0,0.0,2.0,0,0.0,0
4888003,INSERTEC 100 mg Cmp.ranx30,AX,5.0,5.0,7,0.059322033898305086,94.0,3.0,3.0,2.0,2.0,3.0,73,31945,1.0,18,25.0,31945,2.0,2,3.0,3.0,0,0.0,31945
4888006,INSERTEC 100 mg Cmp.ranx60,AX,0.0,1.0,4,0.06451612903225806,36.0,2.0,2.0,1.0,1.0,2.0,34,54639,0.0,34,100.0,54639,1.0,2,6.0,2.0,0,0.0,54639
5024483,INSERTEC 25 25 mg Cmp.ranx30,BX,1.0,1.0,0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,22,7652,0.0,22,100.0,7652,1.0,0,0.0,1.0,0,0.0,0
4887933,INSERTEC 50 50 mg Cmp.ranx30,AX,7.0,7.0,4,0.029197080291970802,109.0,3.0,3.0,2.0,2.0,3.0,87,18533,1.0,19,22.0,18533,2.0,3,3.0,3.0,0,0.0,18533
4887936,INSERTEC 50 50 mg Cmp.ranx60,AX,1.0,1.0,3,0.06666666666666667,29.0,2.0,2.0,1.0,1.0,1.0,28,31026,0.0,28,100.0,31026,1.0,1,4.0,2.0,0,0.0,31026
5271853,LATRIGIN 100 Cmp.disper.ranx30,AY,2.0,2.0,6,0.09230769230769231,46.0,2.0,2.0,2.0,2.0,2.0,36,36101,1.0,10,28.0,36101,2.0,0,0.0,2.0,0,0.0,0
5271903,LATRIGIN 200 Cmp.disper.ranx30,BX,1.0,1.0,2,0.06896551724137931,18.0,2.0,2.0,2.0,2.0,2.0,15,63958,1.0,3,20.0,63958,2.0,0,0.0,2.0,0,0.0,0
5271643,LATRIGIN 25 Cmp.disper.ranx30,BX,1.0,1.0,0,0.0,18.0,1.0,1.0,1.0,1.0,1.0,18,15116,0.0,18,100.0,15116,1.0,0,0.0,1.0,0,0.0,0
5271713,LATRIGIN 50 Cmp.disper.ranx30,CY,1.0,1.0,1,0.2,3.0,1.0,1.0,1.0,1.0,1.0,3,23509,0.0,3,100.0,23509,1.0,0,0.0,1.0,0,0.0,0
5891393,LEVECOM 0 1000mg Cmp.rec.ranx3,CY,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89838,0.0,1,100.0,89838,1.0,0,0.0,1.0,0,0.0,0
5891396,LEVECOM 0 1000mg Cmp.rec.ranx6,BX,1.0,1.0,6,0.13043478260869565,28.0,3.0,3.0,2.0,2.0,2.0,23,125075,1.0,4,17.0,125075,2.0,1,4.0,3.0,0,0.0,125075
5891262,LEVECOM 500 mg Cmp.rec.ranx20,CZ,0.0,0.0,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,37910,0.0,1,100.0,37910,1.0,0,0.0,1.0,0,0.0,0
5891263,LEVECOM 500 mg Cmp.rec.ranx30,BX,1.0,1.0,2,0.0625,17.0,2.0,2.0,1.0,2.0,2.0,15,44953,1.0,2,13.0,44953,2.0,0,0.0,2.0,0,0.0,0
5891266,LEVECOM 500 mg Cmp.rec.ranx60,AX,1.0,1.0,2,0.03076923076923077,35.0,2.0,2.0,1.0,1.0,2.0,34,82643,0.0,34,100.0,82643,1.0,2,6.0,2.0,0,0.0,82643
5778003,LINPREL 150 150 mg capsx30,BX,1.0,1.0,1,0.029411764705882353,18.0,1.0,1.0,1.0,1.0,1.0,18,38633,0.0,18,100.0,38633,1.0,0,0.0,1.0,0,0.0,0
6085132,LINPREL 25 25 mg capsx28,CX,0.0,0.0,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,8335,0.0,1,100.0,8335,1.0,0,0.0,1.0,0,0.0,0
5777972,LINPREL 75 75 mg capsx28,BY,1.0,1.0,0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,16,23906,0.0,16,100.0,23906,1.0,0,0.0,1.0,0,0.0,0
5777973,LINPREL 75 75 mg capsx30,CY,1.0,1.0,3,0.5,3.0,1.0,1.0,1.0,1.0,1.0,3,24225,0.0,3,100.0,24225,1.0,0,0.0,1.0,0,0.0,0
6230261,LINPREL MULTIDOSIS 75 mg Cmp.b,CZ,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6761,0.0,0,,0,0.0,0,,0.0,0,,0
6230263,LINPREL MULTIDOSIS 75 mg Cmp.b,AY,2.0,2.0,6,0.06976744186046512,64.0,5.0,5.0,2.0,2.0,3.0,51,24883,1.0,11,22.0,24883,2.0,2,4.0,3.0,1,2.0,24883
6230266,LINPREL MULTIDOSIS 75 mg Cmp.b,CX,1.0,1.0,1,0.16666666666666666,3.0,1.0,1.0,1.0,1.0,1.0,3,48835,0.0,3,100.0,48835,1.0,0,0.0,1.0,0,0.0,0
6427263,LUSTONA 40 40 mg Cmp.recx30,CX,1.0,1.0,0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3,65489,0.0,3,100.0,65489,1.0,0,0.0,1.0,0,0.0,0
6427393,LUSTONA 80 80 mg Cmp.recx30,CX,3.0,3.0,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4,84287,0.0,4,100.0,84287,1.0,0,0.0,1.0,0,0.0,0
6309843,MAGNOFEN 135 mg cÃÂ¡ps.lib.prolx,AX,4.0,5.0,9,0.06293706293706294,113.0,3.0,3.0,2.0,2.0,3.0,180,28500,1.0,40,22.0,28500,2.0,8,4.0,3.0,0,0.0,28500
6309713,MAGNOFEN 45 mg cÃÂ¡ps.lib.prolx3,BX,0.0,0.0,0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,5,23063,0.0,5,100.0,23063,1.0,0,0.0,1.0,0,0.0,0
6317423,MAGNOFEN TAB 105 mg compx30,CX,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,24716,0.0,0,,0,0.0,0,,0.0,0,,0
3382113,MAXEN 10 mg Cmp.rec.ranx30,AX,0.0,0.0,4,0.07547169811320754,35.0,2.0,2.0,1.0,2.0,2.0,32,8243,1.0,3,9.0,8243,2.0,0,0.0,2.0,0,0.0,0
3382116,MAXEN 10 mg Cmp.rec.ranx60,AX,0.0,2.0,1,0.007142857142857143,94.0,2.0,2.0,2.0,2.0,2.0,82,15639,1.0,12,15.0,15639,2.0,0,0.0,2.0,0,0.0,0
3382293,MAXEN 20 mg Cmp.rec.ranx30,CX,1.0,1.0,0,0.0,18.0,1.0,1.0,1.0,1.0,1.0,18,9836,0.0,18,100.0,9836,1.0,0,0.0,1.0,0,0.0,0
3382296,MAXEN 20 mg Cmp.rec.ranx60,BX,1.0,1.0,0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3,19648,0.0,3,100.0,19648,1.0,0,0.0,1.0,0,0.0,0
3382036,MAXEN 5 mg Cmp.rec.ranx60,BX,0.0,0.0,1,0.023809523809523808,21.0,1.0,1.0,1.0,1.0,1.0,22,9286,0.0,22,100.0,9286,1.0,0,0.0,1.0,0,0.0,0
5491553,MAXEN D 10 mg/25 mg Cmp.ranx30,CX,1.0,1.0,1,0.14285714285714285,4.0,1.0,1.0,1.0,1.0,1.0,4,9287,0.0,4,100.0,9287,1.0,0,0.0,1.0,0,0.0,0
4966213,MEPLAR 10 10 mg Cmp.recx30,BX,1.0,1.0,5,0.09259259259259259,37.0,2.0,2.0,2.0,2.0,2.0,32,15972,1.0,5,16.0,15972,2.0,0,0.0,2.0,0,0.0,0
4773323,MEPLAR 20 20 mg Cmp.recx30,AY,6.0,6.0,7,0.04929577464788732,156.0,4.0,4.0,2.0,3.0,4.0,101,36686,2.0,7,7.0,36686,3.0,3,3.0,4.0,0,0.0,36686
5551713,MEPLAR 30 30 mg Cmp.rec.ranx30,BX,1.0,1.0,2,0.07407407407407407,16.0,2.0,2.0,1.0,1.0,1.0,15,39807,0.0,15,100.0,39807,1.0,1,7.0,2.0,0,0.0,39807
5275213,MEPLAR LC 12.5 mg cmp.lib.cont,CX,0.0,0.0,2,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,2,26421,0.0,2,100.0,26421,1.0,0,0.0,1.0,0,0.0,0
2465893,MIKESAN compx30,CX,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,18293,0.0,0,,0,0.0,0,,0.0,0,,0
6401423,MIRABROL 25mg Cmp.r.lib.prolx3,CZ,1.0,1.0,2,0.3333333333333333,3.0,1.0,1.0,1.0,1.0,1.0,3,50160,0.0,3,100.0,50160,1.0,0,0.0,1.0,0,0.0,0
6658423,MISARTAL 40 mg compx30,CX,0.0,0.0,1,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,2,48796,0.0,2,100.0,48796,1.0,0,0.0,1.0,0,0.0,0
6658553,MISARTAL 80 mg compx30,CX,1.0,1.0,3,0.10714285714285714,16.0,2.0,2.0,1.0,1.0,1.0,15,69182,0.0,15,100.0,69182,1.0,1,7.0,2.0,0,0.0,69182
6188001,NERVO XEDENOL Cmp.recx15,CX,0.0,0.0,1,0.2,4.0,2.0,2.0,1.0,1.0,1.0,3,13504,0.0,3,100.0,13504,1.0,1,33.0,2.0,0,0.0,13504
4491092,NEUROPLUS 10 mg Cmp.rec.ranx30,AX,1.0,1.0,1,0.014492753623188406,48.0,3.0,3.0,1.0,1.0,2.0,45,23017,0.0,45,100.0,23017,1.0,2,4.0,2.0,1,2.0,23017
4491096,NEUROPLUS 10 mg Cmp.rec.ranx60,AX,1.0,1.0,2,0.037037037037037035,29.0,1.0,1.0,1.0,1.0,1.0,30,41139,0.0,30,100.0,41139,1.0,0,0.0,1.0,0,0.0,0
5861553,NEUROPLUS 20 mg Cmp.rec.ranx30,AX,5.0,6.0,3,0.02040816326530612,107.0,3.0,3.0,1.0,2.0,2.0,97,29855,1.0,9,9.0,29855,2.0,1,1.0,3.0,0,0.0,29855
6110393,NEUROPLUS DUAL 20/10mg compx60,CX,0.0,0.0,2,0.4,2.0,1.0,1.0,1.0,1.0,1.0,2,48256,0.0,2,100.0,48256,1.0,0,0.0,1.0,0,0.0,0
6110263,NEUROPLUS DUAL 20/5 mg compx60,CX,0.0,0.0,3,0.2727272727272727,7.0,2.0,2.0,1.0,1.0,1.0,6,42740,0.0,6,100.0,42740,1.0,1,17.0,2.0,0,0.0,42740
6353133,NEUROPLUS XR 14mg Cmp.rec.lib.,CX,1.0,1.0,0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,6,33446,0.0,6,100.0,33446,1.0,0,0.0,1.0,0,0.0,0
6353263,NEUROPLUS XR 21mg Cmp.rec.lib.,CX,1.0,1.0,6,0.3333333333333333,12.0,1.0,1.0,1.0,1.0,1.0,12,42151,0.0,12,100.0,42151,1.0,0,0.0,1.0,0,0.0,0
6353393,NEUROPLUS XR 28mg Cmp.rec.lib.,CX,0.0,0.0,2,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,2,45237,0.0,2,100.0,45237,1.0,0,0.0,1.0,0,0.0,0
6244553,NIDIB 10 mg Cmp.birranx30,BY,1.0,1.0,3,0.10714285714285714,14.0,1.0,1.0,1.0,1.0,1.0,14,23010,0.0,14,100.0,23010,1.0,0,0.0,1.0,0,0.0,0
6125842,NIDIB 5 mg Cmp.birranx28,AX,2.0,2.0,6,0.1,45.0,3.0,3.0,2.0,2.0,2.0,34,11956,1.0,9,26.0,11956,2.0,1,3.0,3.0,0,0.0,11956
6125843,NIDIB 5 mg Cmp.birranx30,AX,1.0,2.0,1,0.008849557522123894,80.0,2.0,2.0,2.0,2.0,2.0,71,11979,1.0,9,13.0,11979,2.0,0,0.0,2.0,0,0.0,0
3816083,NIMOREAGIN Cmp.recx30,BX,1.0,1.0,2,0.07407407407407407,13.0,1.0,1.0,1.0,1.0,1.0,13,36875,0.0,13,100.0,36875,1.0,0,0.0,1.0,0,0.0,0
3816086,NIMOREAGIN Cmp.recx60,BX,1.0,1.0,2,0.03508771929824561,32.0,2.0,2.0,1.0,1.0,1.0,31,65225,0.0,31,100.0,65225,1.0,1,3.0,2.0,0,0.0,65225
5645683,NULIPAR 0.25 mg Cmp.ranx30,CX,0.0,0.0,1,0.5,2.0,2.0,2.0,2.0,2.0,2.0,1,14394,1.0,1,100.0,14394,2.0,0,0.0,2.0,0,0.0,0
5645686,NULIPAR 0.25 mg Cmp.ranx60,CX,1.0,1.0,2,0.5,4.0,2.0,2.0,2.0,2.0,2.0,2,28123,1.0,2,100.0,28123,2.0,0,0.0,2.0,0,0.0,0
5645843,NULIPAR 0.5 mg Cmp.ranx30,CX,0.0,0.0,1,0.5,2.0,2.0,2.0,2.0,2.0,2.0,1,29432,1.0,1,100.0,29432,2.0,0,0.0,2.0,0,0.0,0
5645713,NULIPAR 1 mg Cmp.ranx30,BX,1.0,1.0,0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,15,54989,0.0,15,100.0,54989,1.0,0,0.0,1.0,0,0.0,0
5645716,NULIPAR 1 mg Cmp.ranx60,BY,1.0,1.0,3,0.12,16.0,3.0,3.0,1.0,1.0,1.0,14,112789,0.0,14,100.0,112789,1.0,1,7.0,2.0,1,7.0,112789
6181551,NULIPAR LP 0.375mg Cmp.lib.pro,,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,11281,0.0,0,,0,0.0,0,,0.0,0,,0
6181683,NULIPAR LP 0.75mg Cmp.lib.prol,BX,1.0,1.0,1,0.02857142857142857,22.0,2.0,2.0,1.0,1.0,1.0,20,55037,0.0,20,100.0,55037,1.0,1,5.0,2.0,0,0.0,55037
6181713,NULIPAR LP 1.5 mg Cmp.lib.prol,CX,1.0,1.0,1,0.0625,10.0,1.0,1.0,1.0,1.0,1.0,10,96765,0.0,10,100.0,96765,1.0,0,0.0,1.0,0,0.0,0
5646003,OPTISER 10 10 mg Cmp.rec.ranx3,AX,0.0,1.0,2,0.024390243902439025,55.0,3.0,3.0,1.0,2.0,2.0,49,22927,1.0,5,10.0,22927,2.0,1,2.0,3.0,0,0.0,22927
5646006,OPTISER 10 10 mg Cmp.rec.ranx6,CX,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,43026,0.0,1,100.0,43026,1.0,0,0.0,1.0,0,0.0,0
5646133,OPTISER 20 20 mg Cmp.rec.ranx3,AX,0.0,0.0,2,0.03076923076923077,38.0,2.0,2.0,1.0,1.0,2.0,36,39194,0.0,36,100.0,39194,1.0,2,6.0,2.0,0,0.0,39194
9962232,PANTUS 20 20mg Cmp.rec.gastrx1,AY,3.0,3.0,2,0.0125,215.0,5.0,5.0,3.0,4.0,4.0,119,3918,3.0,10,8.0,3918,4.0,1,1.0,5.0,0,0.0,3918
4605354,PANTUS 20 Cmp.gastrorresx30,AY,0.0,0.0,0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,4,7617,0.0,4,100.0,7617,1.0,1,25.0,2.0,0,0.0,7617
9962704,PANTUS 40 40mg Cmp.rec.gastrox,AX,1.0,2.0,0,0.0,148.0,5.0,5.0,2.0,2.0,2.0,116,12288,1.0,28,24.0,12288,2.0,2,2.0,3.0,1,1.0,12288
4422942,PANTUS 40 Cmp.gastrorresx15,BX,0.0,0.0,1,0.03571428571428571,14.0,1.0,1.0,1.0,1.0,1.0,14,7356,0.0,14,100.0,7356,1.0,0,0.0,1.0,0,0.0,0
4422944,PANTUS 40 Cmp.gastrorresx30,AY,0.0,0.0,1,0.125,4.0,1.0,1.0,1.0,1.0,1.0,4,14264,0.0,4,100.0,14264,1.0,0,0.0,1.0,0,0.0,0
6096263,PANTUSEC 40mg Cmp.rec.gastrx30,AX,0.0,0.0,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4,18648,0.0,4,100.0,18648,1.0,0,0.0,1.0,0,0.0,0
3052361,PROCTO-IKATRAL pdax10 g,BX,1.0,1.0,3,0.375,4.0,1.0,1.0,1.0,1.0,1.0,4,10359,0.0,4,100.0,10359,1.0,0,0.0,1.0,0,0.0,0
3052363,PROCTO-IKATRAL pdax30 g,CX,0.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2,22970,0.0,2,100.0,22970,1.0,0,0.0,1.0,0,0.0,0
5653973,PROSTOKLAR 0.4 mg Cmp.lib.prol,AY,7.0,7.0,2,0.01092896174863388,195.0,4.0,4.0,2.0,3.0,3.0,141,34459,2.0,11,8.0,34459,3.0,1,1.0,4.0,0,0.0,34459
5653976,PROSTOKLAR 0.4 mg Cmp.lib.prol,BX,1.0,1.0,2,0.0392156862745098,28.0,2.0,2.0,1.0,1.0,2.0,26,54809,0.0,26,100.0,54809,1.0,2,8.0,2.0,0,0.0,54809
6198973,PROSTOKLAR DUO cÃÂ ps.lib.contro,AX,2.0,2.0,1,0.008064516129032258,89.0,3.0,3.0,2.0,2.0,2.0,152,50367,1.0,24,16.0,50367,2.0,2,1.0,3.0,0,0.0,50367
5796553,RAGIPAR 1 mg Cmp.ranx30,CX,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,19267,0.0,1,100.0,19267,1.0,0,0.0,1.0,0,0.0,0
3143444,REAGIN 250 mg compx30,BY,0.0,0.0,2,0.09523809523809523,14.0,3.0,3.0,1.0,2.0,2.0,11,54438,1.0,2,18.0,54438,2.0,1,9.0,3.0,0,0.0,54438
5654842,REAGIN 500 Cmp.rec.ranx20,CX,0.0,0.0,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,45385,0.0,1,100.0,45385,1.0,0,0.0,1.0,0,0.0,0
2901223,REAGIN VASC compx30,CX,0.0,0.0,5,0.35714285714285715,7.0,1.0,1.0,1.0,1.0,1.0,7,49733,0.0,7,100.0,49733,1.0,0,0.0,1.0,0,0.0,0
5156713,REDIUN-E 25 25 mg Cmp.ranx30,BX,0.0,0.0,0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3,17776,0.0,3,100.0,17776,1.0,0,0.0,1.0,0,0.0,0
5760683,REOVEX 10 10 mg Cmp.rec.ranx30,AY,9.0,10.0,1,0.004784688995215311,246.0,4.0,4.0,3.0,3.0,3.0,164,15144,2.0,19,12.0,15144,3.0,1,1.0,4.0,0,0.0,15144
5760713,REOVEX 20 20 mg Cmp.rec.ranx30,AX,5.0,5.0,0,0.0,123.0,3.0,3.0,2.0,2.0,2.0,107,26885,1.0,14,13.0,26885,2.0,2,2.0,3.0,0,0.0,26885
6448553,REOVEX 40 40 mg Cmp.rec.ranx30,BX,1.0,1.0,1,0.03125,17.0,2.0,2.0,1.0,1.0,1.0,16,45722,0.0,16,100.0,45722,1.0,1,6.0,2.0,0,0.0,45722
5760553,REOVEX 5 5 mg Cmp.rec.ranx30,BX,1.0,1.0,1,0.022727272727272728,26.0,2.0,2.0,1.0,1.0,2.0,24,9897,0.0,24,100.0,9897,1.0,2,8.0,2.0,0,0.0,9897
6639263,REOVEX EZ 10/10 Cmp.rec. x30,CY,1.0,1.0,1,0.03333333333333333,16.0,2.0,2.0,1.0,1.0,1.0,16,19649,0.0,16,100.0,19649,1.0,1,6.0,2.0,0,0.0,19649
6639393,REOVEX EZ 20/10 Cmp.rec. x30,BX,0.0,0.0,1,0.018518518518518517,30.0,1.0,1.0,1.0,1.0,1.0,30,33813,0.0,30,100.0,33813,1.0,0,0.0,1.0,0,0.0,0
5149252,RIATUL 0.25 mg cmp.recx20,CZ,0.0,0.0,2,0.6666666666666666,3.0,2.0,2.0,1.0,1.0,1.0,2,2149,0.0,2,100.0,2149,1.0,1,50.0,2.0,0,0.0,2149
5149302,RIATUL 0.5 0.5 mg Cmp.rec.ranx,BY,0.0,0.0,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4,5191,0.0,4,100.0,5191,1.0,0,0.0,1.0,0,0.0,0
5149306,RIATUL 0.5 0.5 mg Cmp.rec.ranx,BX,1.0,1.0,2,0.06451612903225806,17.0,1.0,1.0,1.0,1.0,1.0,17,14256,0.0,17,100.0,14256,1.0,0,0.0,1.0,0,0.0,0
5149462,RIATUL 1 1 mg Cmp.rec.ranx20,CX,0.0,0.0,2,0.07407407407407407,16.0,2.0,2.0,1.0,1.0,1.0,15,9292,0.0,15,100.0,9292,1.0,1,7.0,2.0,0,0.0,9292
5149466,RIATUL 1 1 mg Cmp.rec.ranx60,AY,1.0,1.0,1,0.02631578947368421,19.0,1.0,1.0,1.0,1.0,1.0,19,24825,0.0,19,100.0,24825,1.0,0,0.0,1.0,0,0.0,0
5149723,RIATUL 1 1 mg/ml sol.oral x30,BX,0.0,0.0,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4,20730,0.0,4,100.0,20730,1.0,0,0.0,1.0,0,0.0,0
